date_fmt_3h,total_croix_de_chavaux,cdc_vers_mairie,cdc_vers_paris,jour,dt.3h.txt,temp,n,ff,vv,u,pres,rafper,etat_sol,ssfrai,date.ok,rr3
2018-08-21T15:00:00Z,165,68,97,2018-08-21,2018-08-21 15:00:00,27.2,90,2.6,30000,47,100880,6,0,0,2018-08-21T13:00:00Z,0
2018-08-21T18:00:00Z,205,109,96,2018-08-21,2018-08-21 18:00:00,25.3,90,2.8,39720,55,100780,6.2,0,0,2018-08-21T16:00:00Z,0
2018-08-21T21:00:00Z,81,38,43,2018-08-21,2018-08-21 21:00:00,21.2,10,2.1,30000,71,100880,4.5,0,0,2018-08-21T19:00:00Z,0
2018-08-22T00:00:00Z,17,13,4,2018-08-22,2018-08-22 00:00:00,17.6,0,1.3,30000,87,100830,2,0,0,2018-08-21T22:00:00Z,0
2018-08-22T03:00:00Z,14,4,10,2018-08-22,2018-08-22 03:00:00,16.1,0,0.6,15220,93,100780,1.2,0,0,2018-08-22T01:00:00Z,0
2018-08-22T06:00:00Z,118,20,98,2018-08-22,2018-08-22 06:00:00,18.7,10,1,11670,89,100790,3,0,0,2018-08-22T04:00:00Z,0
2018-08-22T09:00:00Z,151,34,117,2018-08-22,2018-08-22 09:00:00,24.7,50,2.5,25000,56,100820,3.9,0,0,2018-08-22T07:00:00Z,0
2018-08-22T12:00:00Z,118,41,77,2018-08-22,2018-08-22 12:00:00,28.5,25,2,25000,43,100720,6.6,0,0,2018-08-22T10:00:00Z,0
2018-08-22T15:00:00Z,168,72,96,2018-08-22,2018-08-22 15:00:00,29.8,75,2.9,37280,42,100560,7.8,0,,2018-08-22T13:00:00Z,0
2018-08-22T18:00:00Z,225,93,132,2018-08-22,2018-08-22 18:00:00,28.3,50,3.5,25000,45,100520,7.1,0,0,2018-08-22T16:00:00Z,0
2018-08-22T21:00:00Z,71,39,32,2018-08-22,2018-08-22 21:00:00,24.2000000000001,0,3.4,37460,60,100610,6.4,0,,2018-08-22T19:00:00Z,0
2018-08-23T00:00:00Z,19,13,6,2018-08-23,2018-08-23 00:00:00,20.4,10,2.8,25000,78,100610,3.5,0,0,2018-08-22T22:00:00Z,0
2018-08-23T03:00:00Z,9,6,3,2018-08-23,2018-08-23 03:00:00,18.2,10,3.2,25000,86,100510,5,0,0,2018-08-23T01:00:00Z,0
2018-08-23T06:00:00Z,116,21,95,2018-08-23,2018-08-23 06:00:00,17.5,90,2.6,9000,88,100520,6.4,0,0,2018-08-23T04:00:00Z,0
2018-08-23T09:00:00Z,173,36,137,2018-08-23,2018-08-23 09:00:00,20.7,10,2.2,10470,73,100540,5.3,0,0,2018-08-23T07:00:00Z,0
2018-08-23T12:00:00Z,131,43,88,2018-08-23,2018-08-23 12:00:00,27.1,50,2.9,20000,53,100420,8.2,0,0,2018-08-23T10:00:00Z,0
2018-08-23T15:00:00Z,172,64,108,2018-08-23,2018-08-23 15:00:00,27.1,10,6,30000,46,100320,11.3,0,0,2018-08-23T13:00:00Z,0
2018-08-23T18:00:00Z,198,104,94,2018-08-23,2018-08-23 18:00:00,23.2,40,3.6,30000,56,100310,9.1,0,0,2018-08-23T16:00:00Z,0
2018-08-23T21:00:00Z,101,42,59,2018-08-23,2018-08-23 21:00:00,20.6,75,2.2,60000,73,100400,6.3,0,0,2018-08-23T19:00:00Z,0.6
2018-08-24T00:00:00Z,23,12,11,2018-08-24,2018-08-24 00:00:00,16.1,90,4,15210,90,100480,13,2,0,2018-08-23T22:00:00Z,0.4
2018-08-24T03:00:00Z,9,1,8,2018-08-24,2018-08-24 03:00:00,14,90,2.9,30000,90,100510,8.4,1,0,2018-08-24T01:00:00Z,0
2018-08-24T06:00:00Z,107,19,88,2018-08-24,2018-08-24 06:00:00,13.9,90,4.5,30000,92,100610,7.6,1,0,2018-08-24T04:00:00Z,0
2018-08-24T09:00:00Z,153,39,114,2018-08-24,2018-08-24 09:00:00,17.1,90,4.6,19870,64,100730,8.3,1,0,2018-08-24T07:00:00Z,0
2018-08-24T12:00:00Z,148,57,91,2018-08-24,2018-08-24 12:00:00,19.5,90,3.8,30000,49,100710,8.6,1,0,2018-08-24T10:00:00Z,0
2018-08-24T15:00:00Z,187,80,107,2018-08-24,2018-08-24 15:00:00,21,60,6.2,30000,44,100590,10.9,1,0,2018-08-24T13:00:00Z,0
2018-08-24T18:00:00Z,183,94,89,2018-08-24,2018-08-24 18:00:00,18.7,75,5.8,41700,43,100540,9.4,0,0,2018-08-24T16:00:00Z,0
2018-08-24T21:00:00Z,87,30,57,2018-08-24,2018-08-24 21:00:00,15.8,90,2.2,35000,61,100550,5.2,0,0,2018-08-24T19:00:00Z,0
2018-08-25T00:00:00Z,28,18,10,2018-08-25,2018-08-25 00:00:00,15.5,100,5.8,35000,61,100430,10.3,0,0,2018-08-24T22:00:00Z,0.4
2018-08-25T03:00:00Z,5,3,2,2018-08-25,2018-08-25 03:00:00,13,100,4.2,5460,90,100390,10.7,1,0,2018-08-25T01:00:00Z,0.2
2018-08-25T06:00:00Z,36,11,25,2018-08-25,2018-08-25 06:00:00,12.4,90,3.5,42520,90,100440,6.4,0,0,2018-08-25T04:00:00Z,0
2018-08-25T09:00:00Z,106,28,78,2018-08-25,2018-08-25 09:00:00,15.3,75,4.9,28290,62,100590,9.7,0,,2018-08-25T07:00:00Z,0
2018-08-25T12:00:00Z,121,31,90,2018-08-25,2018-08-25 12:00:00,18.5,60,4.6,41360,42,100580,11.2,0,0,2018-08-25T10:00:00Z,0
2018-08-25T15:00:00Z,148,47,101,2018-08-25,2018-08-25 15:00:00,18.4,60,4.9,30000,40,100550,10.5,0,0,2018-08-25T13:00:00Z,0
2018-08-25T18:00:00Z,178,77,101,2018-08-25,2018-08-25 18:00:00,17.5,25,4.4,30000,45,100610,9.5,0,0,2018-08-25T16:00:00Z,0
2018-08-25T21:00:00Z,85,36,49,2018-08-25,2018-08-25 21:00:00,14.6,0,2.3,58340,56,100760,7.7,0,0,2018-08-25T19:00:00Z,0
2018-08-26T00:00:00Z,33,16,17,2018-08-26,2018-08-26 00:00:00,9.30000000000001,60,1.8,25000,79,100790,2.9,0,0,2018-08-25T22:00:00Z,0
2018-08-26T03:00:00Z,10,7,3,2018-08-26,2018-08-26 03:00:00,8,25,1.3,25000,90,100760,2.4,0,0,2018-08-26T01:00:00Z,0
2018-08-26T06:00:00Z,19,3,16,2018-08-26,2018-08-26 06:00:00,9.20000000000005,60,0.8,30000,93,100750,1.2,0,0,2018-08-26T04:00:00Z,0
2018-08-26T09:00:00Z,120,41,79,2018-08-26,2018-08-26 09:00:00,17.3,75,4.4,30000,50,100710,7.2,0,0,2018-08-26T07:00:00Z,0
2018-08-26T12:00:00Z,158,82,76,2018-08-26,2018-08-26 12:00:00,22.1,75,5.8,10970,28,100510,11.3,0,0,2018-08-26T10:00:00Z,0
2018-08-26T15:00:00Z,142,51,91,2018-08-26,2018-08-26 15:00:00,22.2,90,5.9,30000,33,100310,11.3,0,0,2018-08-26T13:00:00Z,0
2018-08-26T18:00:00Z,112,46,66,2018-08-26,2018-08-26 18:00:00,23.1,100,7.3,36480,38,100120,12,0,,2018-08-26T16:00:00Z,0
2018-08-26T21:00:00Z,69,23,46,2018-08-26,2018-08-26 21:00:00,22.1,90,5.3,46400,45,100090,9.4,0,0,2018-08-26T19:00:00Z,0
2018-08-27T00:00:00Z,19,12,7,2018-08-27,2018-08-27 00:00:00,20.6,90,6.5,56580,57,100090,15.2,0,0,2018-08-26T22:00:00Z,0.2
2018-08-27T03:00:00Z,9,5,4,2018-08-27,2018-08-27 03:00:00,18.2,90,3.4,50780,81,100110,6.5,1,0,2018-08-27T01:00:00Z,0
2018-08-27T06:00:00Z,101,12,89,2018-08-27,2018-08-27 06:00:00,18.5,100,4,13740,83,100230,6.2,1,0,2018-08-27T04:00:00Z,0
2018-08-27T09:00:00Z,130,30,100,2018-08-27,2018-08-27 09:00:00,18.9,100,4.8,18060,74,100410,7.5,1,0,2018-08-27T07:00:00Z,0
2018-08-27T12:00:00Z,123,40,83,2018-08-27,2018-08-27 12:00:00,21.9,90,4,19960,61,100500,11.1,1,0,2018-08-27T10:00:00Z,0
2018-08-27T15:00:00Z,175,74,101,2018-08-27,2018-08-27 15:00:00,23.8,40,4.5,16160,45,100550,11.3,0,0,2018-08-27T13:00:00Z,0
2018-08-27T18:00:00Z,220,109,111,2018-08-27,2018-08-27 18:00:00,20.6,40,4.1,25000,52,100680,8.1,0,0,2018-08-27T16:00:00Z,0
2018-08-27T21:00:00Z,83,40,43,2018-08-27,2018-08-27 21:00:00,15.8,10,3,18640,67,100860,5.7,0,0,2018-08-27T19:00:00Z,0
2018-08-28T00:00:00Z,23,13,10,2018-08-28,2018-08-28 00:00:00,12.8,0,0.9,25000,80,100910,1.7,0,0,2018-08-27T22:00:00Z,0
2018-08-28T03:00:00Z,11,4,7,2018-08-28,2018-08-28 03:00:00,10.4,0,0.6,15000,95,100870,0.9,0,0,2018-08-28T01:00:00Z,0
2018-08-28T06:00:00Z,144,26,118,2018-08-28,2018-08-28 06:00:00,11.1,25,1.1,17000,95,100900,2.5,0,0,2018-08-28T04:00:00Z,0
2018-08-28T09:00:00Z,190,48,142,2018-08-28,2018-08-28 09:00:00,19.4,10,2.3,20000,58,100840,4.9,0,0,2018-08-28T07:00:00Z,0
2018-08-28T12:00:00Z,153,61,92,2018-08-28,2018-08-28 12:00:00,24.7,10,2.5,18970,46,100740,5.9,0,0,2018-08-28T10:00:00Z,0
2018-08-28T15:00:00Z,201,89,112,2018-08-28,2018-08-28 15:00:00,26.9,25,1.5,20000,33,100490,6.5,0,0,2018-08-28T13:00:00Z,0
2018-08-28T18:00:00Z,310,147,163,2018-08-28,2018-08-28 18:00:00,25.6,10,2.3,20000,39,100340,3.6,0,0,2018-08-28T16:00:00Z,0
2018-08-28T21:00:00Z,94,46,48,2018-08-28,2018-08-28 21:00:00,21.8,25,2.2,20000,54,100280,3.7,0,0,2018-08-28T19:00:00Z,0
2018-08-29T00:00:00Z,21,14,7,2018-08-29,2018-08-29 00:00:00,20.4,90,1.6,19100,62,100150,3.9,0,,2018-08-28T22:00:00Z,7.4
2018-08-29T03:00:00Z,8,4,4,2018-08-29,2018-08-29 03:00:00,17.8,90,3.1,8000,92,100180,6.9,2,0,2018-08-29T01:00:00Z,5.7
2018-08-29T06:00:00Z,106,16,90,2018-08-29,2018-08-29 06:00:00,17.5,90,2.8,3000,97,100160,4.5,2,0,2018-08-29T04:00:00Z,0
2018-08-29T09:00:00Z,197,41,156,2018-08-29,2018-08-29 09:00:00,20.8,90,5,8010,85,100230,7.4,0,,2018-08-29T07:00:00Z,0.8
2018-08-29T12:00:00Z,112,39,73,2018-08-29,2018-08-29 12:00:00,19.8,100,6.2,1860,87,100320,11.6,,,2018-08-29T10:00:00Z,2.2
2018-08-29T15:00:00Z,173,70,103,2018-08-29,2018-08-29 15:00:00,17.8,100,6.3,14500,76,100590,12.3,0,,2018-08-29T13:00:00Z,0
2018-08-29T18:00:00Z,249,127,122,2018-08-29,2018-08-29 18:00:00,17.3,60,5,18080,63,100800,11.3,1,0,2018-08-29T16:00:00Z,0
2018-08-29T21:00:00Z,86,39,47,2018-08-29,2018-08-29 21:00:00,16.2,90,3.2,39450,77,101050,5.1,0,0,2018-08-29T19:00:00Z,0
2018-08-30T00:00:00Z,22,16,6,2018-08-30,2018-08-30 00:00:00,14.8,25,2.4,32450,85,101140,5.3,0,0,2018-08-29T22:00:00Z,0
2018-08-30T03:00:00Z,7,2,5,2018-08-30,2018-08-30 03:00:00,14.4,90,2.4,20000,92,101140,4.8,0,0,2018-08-30T01:00:00Z,0
2018-08-30T06:00:00Z,146,25,121,2018-08-30,2018-08-30 06:00:00,15,90,1.8,20000,90,101230,4.3,0,0,2018-08-30T04:00:00Z,0
2018-08-30T09:00:00Z,240,70,170,2018-08-30,2018-08-30 09:00:00,17.9,90,1.5,20000,74,101280,3.5,0,0,2018-08-30T07:00:00Z,0
2018-08-30T12:00:00Z,172,71,101,2018-08-30,2018-08-30 12:00:00,19.5,90,1.5,25000,62,101240,4.3,0,0,2018-08-30T10:00:00Z,0
2018-08-30T15:00:00Z,226,92,134,2018-08-30,2018-08-30 15:00:00,18.9,90,1.4,20820,60,101180,2.4,0,0,2018-08-30T13:00:00Z,0
2018-08-30T18:00:00Z,275,131,144,2018-08-30,2018-08-30 18:00:00,17.8,90,0.7,19000,72,101120,1.8,0,0,2018-08-30T16:00:00Z,0
2018-08-30T21:00:00Z,81,37,44,2018-08-30,2018-08-30 21:00:00,15.9,90,1.7,25000,81,101130,3.4,0,0,2018-08-30T19:00:00Z,0
2018-08-31T00:00:00Z,24,13,11,2018-08-31,2018-08-31 00:00:00,16.4,90,2.3,20000,79,101110,5.5,0,0,2018-08-30T22:00:00Z,0
2018-08-31T03:00:00Z,10,5,5,2018-08-31,2018-08-31 03:00:00,15.3,90,1.6,24260,82,101050,3.5,0,0,2018-08-31T01:00:00Z,0
2018-08-31T06:00:00Z,156,36,120,2018-08-31,2018-08-31 06:00:00,14.5,50,1.5,25000,78,101080,4.2,0,0,2018-08-31T04:00:00Z,0
2018-08-31T09:00:00Z,241,63,178,2018-08-31,2018-08-31 09:00:00,19.1,40,3.1,19590,52,101180,8.3,0,0,2018-08-31T07:00:00Z,0
2018-08-31T12:00:00Z,180,68,112,2018-08-31,2018-08-31 12:00:00,21.3,0,4,18710,47,101140,6.8,0,,2018-08-31T10:00:00Z,0
2018-08-31T15:00:00Z,268,111,157,2018-08-31,2018-08-31 15:00:00,21.7,75,3,30880,44,101110,6.9,0,0,2018-08-31T13:00:00Z,0
2018-08-31T18:00:00Z,313,129,184,2018-08-31,2018-08-31 18:00:00,19.7,10,4.5,37240,52,101150,6.7,0,0,2018-08-31T16:00:00Z,0
2018-08-31T21:00:00Z,106,39,67,2018-08-31,2018-08-31 21:00:00,15.6,0,2.5,35000,66,101310,3.8,0,0,2018-08-31T19:00:00Z,0
2018-09-01T00:00:00Z,54,36,18,2018-09-01,2018-09-01 00:00:00,14.1,0,1.1,39330,67,101330,2.4,0,0,2018-08-31T22:00:00Z,0
2018-09-01T03:00:00Z,12,8,4,2018-09-01,2018-09-01 03:00:00,10.3,0,1.2,30000,80,101340,2.4,0,0,2018-09-01T01:00:00Z,0
2018-09-01T06:00:00Z,49,17,32,2018-09-01,2018-09-01 06:00:00,12,10,1.8,30000,76,101440,5.1,0,0,2018-09-01T04:00:00Z,0
2018-09-01T09:00:00Z,172,69,103,2018-09-01,2018-09-01 09:00:00,19.5,0,3.9,27690,48,101550,6.6,0,0,2018-09-01T07:00:00Z,0
2018-09-01T12:00:00Z,229,81,148,2018-09-01,2018-09-01 12:00:00,21.5,0,4.8,29620,36,101490,9.7,0,,2018-09-01T10:00:00Z,0
2018-09-01T15:00:00Z,236,87,149,2018-09-01,2018-09-01 15:00:00,22.2,0,3.8,35000,34,101410,8.4,0,0,2018-09-01T13:00:00Z,0
2018-09-01T18:00:00Z,221,88,133,2018-09-01,2018-09-01 18:00:00,19.6,25,3.7,35000,43,101390,7.4,0,0,2018-09-01T16:00:00Z,0
2018-09-01T21:00:00Z,100,34,66,2018-09-01,2018-09-01 21:00:00,16.2,10,3.2,35000,54,101450,5.4,0,0,2018-09-01T19:00:00Z,0
2018-09-02T00:00:00Z,43,24,19,2018-09-02,2018-09-02 00:00:00,14,0,1.7,35000,66,101420,2.7,0,0,2018-09-01T22:00:00Z,0
2018-09-02T03:00:00Z,23,17,6,2018-09-02,2018-09-02 03:00:00,12.4,0,2,31090,70,101340,3.1,0,,2018-09-02T01:00:00Z,0
2018-09-02T06:00:00Z,20,4,16,2018-09-02,2018-09-02 06:00:00,12.1,0,1.6,25000,72,101320,5.3,0,0,2018-09-02T04:00:00Z,0
2018-09-02T09:00:00Z,167,60,107,2018-09-02,2018-09-02 09:00:00,18.3,0,2.3,29780,49,101350,4.8,0,0,2018-09-02T07:00:00Z,0
2018-09-02T12:00:00Z,243,104,139,2018-09-02,2018-09-02 12:00:00,22.5,0,4.6,25830,36,101180,8.9,0,0,2018-09-02T10:00:00Z,0
2018-09-02T15:00:00Z,196,81,115,2018-09-02,2018-09-02 15:00:00,23.9,0,4.6,24040,32,101000,9.7,0,0,2018-09-02T13:00:00Z,0
2018-09-02T18:00:00Z,202,85,117,2018-09-02,2018-09-02 18:00:00,21.2,0,3.8,25000,41,100900,6.7,0,0,2018-09-02T16:00:00Z,0
2018-09-02T21:00:00Z,87,43,44,2018-09-02,2018-09-02 21:00:00,18.2,0,2.6,25000,51,100880,5.9,0,0,2018-09-02T19:00:00Z,0
2018-09-03T00:00:00Z,12,4,8,2018-09-03,2018-09-03 00:00:00,15.8,0,1.1,25000,65,100860,2.5,0,0,2018-09-02T22:00:00Z,0
2018-09-03T03:00:00Z,6,0,6,2018-09-03,2018-09-03 03:00:00,13.8,0,1.7,25000,78,100770,2.4,0,0,2018-09-03T01:00:00Z,0
2018-09-03T06:00:00Z,158,22,136,2018-09-03,2018-09-03 06:00:00,16,75,2.2,25000,75,100810,5.3,0,0,2018-09-03T04:00:00Z,0
2018-09-03T09:00:00Z,293,81,212,2018-09-03,2018-09-03 09:00:00,19,90,3,25000,63,100810,6.9,0,0,2018-09-03T07:00:00Z,0
2018-09-03T12:00:00Z,199,74,125,2018-09-03,2018-09-03 12:00:00,23.7,0,5.9,14790,44,100700,11.4,0,,2018-09-03T10:00:00Z,0
2018-09-03T15:00:00Z,269,121,148,2018-09-03,2018-09-03 15:00:00,24.2000000000001,75,4.8,25000,46,100640,10.3,0,0,2018-09-03T13:00:00Z,0
2018-09-03T18:00:00Z,310,148,162,2018-09-03,2018-09-03 18:00:00,21.1,75,5.2,25000,57,100650,8.8,0,0,2018-09-03T16:00:00Z,0
2018-09-03T21:00:00Z,76,32,44,2018-09-03,2018-09-03 21:00:00,19.8,90,4.1,20000,61,100710,6.4,0,0,2018-09-03T19:00:00Z,0
2018-09-04T00:00:00Z,11,9,2,2018-09-04,2018-09-04 00:00:00,18.4,90,3.7,20000,69,100700,7,0,0,2018-09-03T22:00:00Z,0
2018-09-04T03:00:00Z,8,3,5,2018-09-04,2018-09-04 03:00:00,17.3,100,3.9,9360,75,100700,6.2,0,,2018-09-04T01:00:00Z,0
2018-09-04T06:00:00Z,211,34,177,2018-09-04,2018-09-04 06:00:00,17.3,100,2.7,12000,79,100690,5.2,0,0,2018-09-04T04:00:00Z,0
2018-09-04T09:00:00Z,255,68,187,2018-09-04,2018-09-04 09:00:00,19.1,100,4,12000,78,100700,8.8,0,0,2018-09-04T07:00:00Z,0
2018-09-04T12:00:00Z,195,65,130,2018-09-04,2018-09-04 12:00:00,20.3,100,3,9290,78,100680,6.8,0,,2018-09-04T10:00:00Z,1.4
2018-09-04T15:00:00Z,265,114,151,2018-09-04,2018-09-04 15:00:00,20.5,90,4.4,10150,79,100660,8.2,0,,2018-09-04T13:00:00Z,0
2018-09-04T18:00:00Z,323,163,160,2018-09-04,2018-09-04 18:00:00,19.7,75,4.3,16000,81,100660,8.6,0,0,2018-09-04T16:00:00Z,0
2018-09-04T21:00:00Z,88,40,48,2018-09-04,2018-09-04 21:00:00,18.8,90,2.8,9000,87,100740,5,0,0,2018-09-04T19:00:00Z,0
2018-09-05T00:00:00Z,24,18,6,2018-09-05,2018-09-05 00:00:00,18.7,90,2,8000,88,100740,3.5,0,0,2018-09-04T22:00:00Z,0
2018-09-05T03:00:00Z,14,6,8,2018-09-05,2018-09-05 03:00:00,17.3,90,1.8,7000,94,100690,2.8,0,0,2018-09-05T01:00:00Z,0
2018-09-05T06:00:00Z,212,41,171,2018-09-05,2018-09-05 06:00:00,17.4,75,1.5,4500,94,100710,6.4,0,0,2018-09-05T04:00:00Z,0
2018-09-05T09:00:00Z,262,64,198,2018-09-05,2018-09-05 09:00:00,20.7,90,3.1,6000,78,100740,6,0,0,2018-09-05T07:00:00Z,0
2018-09-05T12:00:00Z,215,77,138,2018-09-05,2018-09-05 12:00:00,24.2000000000001,50,2.2,7000,60,100680,6.5,0,0,2018-09-05T10:00:00Z,0
2018-09-05T15:00:00Z,267,115,152,2018-09-05,2018-09-05 15:00:00,25.5,50,2.3,15000,49,100550,6.6,0,0,2018-09-05T13:00:00Z,0
2018-09-05T18:00:00Z,354,177,177,2018-09-05,2018-09-05 18:00:00,22.9,90,4,13810,64,100500,9.8,0,0,2018-09-05T16:00:00Z,0
2018-09-05T21:00:00Z,81,42,39,2018-09-05,2018-09-05 21:00:00,20,90,3.8,7890,79,100600,10.1,0,0,2018-09-05T19:00:00Z,0
2018-09-06T00:00:00Z,35,24,11,2018-09-06,2018-09-06 00:00:00,18.4,90,3.9,10730,83,100550,6.3,0,0,2018-09-05T22:00:00Z,0
2018-09-06T03:00:00Z,12,3,9,2018-09-06,2018-09-06 03:00:00,17.9,90,3.7,8270,85,100470,6.7,0,,2018-09-06T01:00:00Z,0
2018-09-06T06:00:00Z,215,58,157,2018-09-06,2018-09-06 06:00:00,18.2,100,3.7,7000,84,100480,5.8,0,0,2018-09-06T04:00:00Z,0
2018-09-06T09:00:00Z,269,78,191,2018-09-06,2018-09-06 09:00:00,19.2,100,4.4,7500,79,100520,6.9,0,,2018-09-06T07:00:00Z,0
2018-09-06T12:00:00Z,195,75,120,2018-09-06,2018-09-06 12:00:00,20.3,90,6.3,15000,71,100490,8.7,0,0,2018-09-06T10:00:00Z,0
2018-09-06T15:00:00Z,291,119,172,2018-09-06,2018-09-06 15:00:00,20.9,60,5,25000,60,100410,9.4,0,0,2018-09-06T13:00:00Z,0
2018-09-06T18:00:00Z,280,125,155,2018-09-06,2018-09-06 18:00:00,19.5,25,3.8,30000,56,100420,8,0,0,2018-09-06T16:00:00Z,0
2018-09-06T21:00:00Z,91,51,40,2018-09-06,2018-09-06 21:00:00,16,0,3.1,25000,69,100550,5.2,0,0,2018-09-06T19:00:00Z,0
2018-09-07T00:00:00Z,30,15,15,2018-09-07,2018-09-07 00:00:00,11.4,0,1.5,15590,90,100520,2.2,0,0,2018-09-06T22:00:00Z,0
2018-09-07T03:00:00Z,13,4,9,2018-09-07,2018-09-07 03:00:00,12.4,90,2.2,24130,87,100490,4.2,0,0,2018-09-07T01:00:00Z,0
2018-09-07T06:00:00Z,204,41,163,2018-09-07,2018-09-07 06:00:00,13.6,90,3.3,30000,84,100540,5.9,0,0,2018-09-07T04:00:00Z,0
2018-09-07T09:00:00Z,238,80,158,2018-09-07,2018-09-07 09:00:00,16.1,100,4.8,2500,88,100670,8.5,0,0,2018-09-07T07:00:00Z,0
2018-09-07T12:00:00Z,214,78,136,2018-09-07,2018-09-07 12:00:00,20,25,5,30000,47,100740,10.7,0,0,2018-09-07T10:00:00Z,0
2018-09-07T15:00:00Z,324,143,181,2018-09-07,2018-09-07 15:00:00,21,10,3,30000,37,100740,9.4,0,0,2018-09-07T13:00:00Z,0
2018-09-07T18:00:00Z,320,147,173,2018-09-07,2018-09-07 18:00:00,18.8,10,3.2,30000,42,100790,7.2,0,0,2018-09-07T16:00:00Z,0
2018-09-07T21:00:00Z,101,45,56,2018-09-07,2018-09-07 21:00:00,14.3,0,1,30000,57,100940,2.8,0,0,2018-09-07T19:00:00Z,0
2018-09-08T00:00:00Z,44,24,20,2018-09-08,2018-09-08 00:00:00,10.4,0,1,34660,80,101020,1.9,0,0,2018-09-07T22:00:00Z,0
2018-09-08T03:00:00Z,24,14,10,2018-09-08,2018-09-08 03:00:00,8.10000000000002,10,1.3,30000,90,101020,1.8,0,0,2018-09-08T01:00:00Z,0
2018-09-08T06:00:00Z,38,9,29,2018-09-08,2018-09-08 06:00:00,9,25,0.8,30000,94,101040,1.7,0,0,2018-09-08T04:00:00Z,0
2018-09-08T09:00:00Z,202,53,149,2018-09-08,2018-09-08 09:00:00,17.8,0,1.3,33500,50,101080,3.8,0,,2018-09-08T07:00:00Z,0
2018-09-08T12:00:00Z,274,114,160,2018-09-08,2018-09-08 12:00:00,22.3,60,2.7,35000,41,100990,7,0,0,2018-09-08T10:00:00Z,0
2018-09-08T15:00:00Z,241,82,159,2018-09-08,2018-09-08 15:00:00,23.9,40,3.1,35000,37,100910,6.2,,,2018-09-08T13:00:00Z,0
2018-09-08T18:00:00Z,241,116,125,2018-09-08,2018-09-08 18:00:00,20,50,1.3,54760,46,100860,3.7,0,0,2018-09-08T16:00:00Z,0
2018-09-08T21:00:00Z,117,46,71,2018-09-08,2018-09-08 21:00:00,16.6,60,0.7,30000,61,100930,3.2,0,0,2018-09-08T19:00:00Z,0
2018-09-09T00:00:00Z,66,33,33,2018-09-09,2018-09-09 00:00:00,13,40,0,25000,77,100980,1.4,0,0,2018-09-08T22:00:00Z,0
2018-09-09T03:00:00Z,17,4,13,2018-09-09,2018-09-09 03:00:00,12.2,10,0,20850,79,100980,1.2,0,0,2018-09-09T01:00:00Z,0
2018-09-09T06:00:00Z,27,10,17,2018-09-09,2018-09-09 06:00:00,9.90000000000003,40,0.5,25000,94,100990,2.3,0,0,2018-09-09T04:00:00Z,0
2018-09-09T09:00:00Z,251,77,174,2018-09-09,2018-09-09 09:00:00,20,60,1.6,40000,54,101050,3.3,0,0,2018-09-09T07:00:00Z,0
2018-09-09T12:00:00Z,243,113,130,2018-09-09,2018-09-09 12:00:00,27,25,2.9,35910,33,100960,7.1,0,0,2018-09-09T10:00:00Z,0
2018-09-09T15:00:00Z,212,73,139,2018-09-09,2018-09-09 15:00:00,29.4,75,4.1,23480,29,100860,7.5,0,,2018-09-09T13:00:00Z,0
2018-09-09T18:00:00Z,210,88,122,2018-09-09,2018-09-09 18:00:00,25.8,40,1,40000,37,100850,3.7,0,0,2018-09-09T16:00:00Z,0
2018-09-09T21:00:00Z,71,33,38,2018-09-09,2018-09-09 21:00:00,21.7,10,3.2,40000,54,101000,6.2,0,0,2018-09-09T19:00:00Z,0
2018-09-10T00:00:00Z,19,9,10,2018-09-10,2018-09-10 00:00:00,18.5,10,3,40000,67,101130,7.5,0,0,2018-09-09T22:00:00Z,0
2018-09-10T03:00:00Z,8,0,8,2018-09-10,2018-09-10 03:00:00,14.8,40,1.5,40000,80,101160,4,0,0,2018-09-10T01:00:00Z,0
2018-09-10T06:00:00Z,221,45,176,2018-09-10,2018-09-10 06:00:00,14.6,90,1.1,20000,88,101310,5.6,0,0,2018-09-10T04:00:00Z,0
2018-09-10T09:00:00Z,260,68,192,2018-09-10,2018-09-10 09:00:00,18.9,90,1.6,20000,69,101420,6.8,0,0,2018-09-10T07:00:00Z,0
2018-09-10T12:00:00Z,218,79,139,2018-09-10,2018-09-10 12:00:00,23.9,75,2.5,9170,45,101390,8.3,0,0,2018-09-10T10:00:00Z,0
2018-09-10T15:00:00Z,279,126,153,2018-09-10,2018-09-10 15:00:00,25.3,60,4.2,30000,33,101340,7.6,0,0,2018-09-10T13:00:00Z,0
2018-09-10T18:00:00Z,387,194,193,2018-09-10,2018-09-10 18:00:00,21.8,75,1.8,35000,44,101340,5,0,0,2018-09-10T16:00:00Z,0
2018-09-10T21:00:00Z,98,47,51,2018-09-10,2018-09-10 21:00:00,16.6,60,0.5,25000,68,101430,4.6,0,0,2018-09-10T19:00:00Z,0
2018-09-11T00:00:00Z,20,11,9,2018-09-11,2018-09-11 00:00:00,13.5,0,0.9,25000,82,101430,1.9,0,0,2018-09-10T22:00:00Z,0
2018-09-11T03:00:00Z,18,9,9,2018-09-11,2018-09-11 03:00:00,12.1,0,0.9,28810,92,101400,1.4,0,0,2018-09-11T01:00:00Z,0
2018-09-11T06:00:00Z,234,42,192,2018-09-11,2018-09-11 06:00:00,11.9,10,1.3,25000,96,101400,2.4,0,0,2018-09-11T04:00:00Z,0
