nom,pipe,saisonepisode,lieu_date,video,url,date,lieu_1,lieu_2,lieu_3,lieu_4,lieu_5,lieu_6,lieu_7,lieu_8,lieu_9,lieu_10,lieu_11
Le gang de Roubaix,Pipe d'argent - bon épisode,saison 10 épisode 2,"Lieux : Croix (59), Faches-Thumesnil (59), Leers (59), Lille (59), Roubaix (59), Auchy-les-Mines (62)

Début de l'affaire : 1996",,affaire/101/le-gang-de-roubaix, 1996,Croix (59), Faches-Thumesnil (59), Leers (59), Lille (59), Roubaix (59)," Auchy-les-Mines (62)

",,,,,
"Geneviève Montillet, la diabolique d'Antibes",Pipe d'argent - bon épisode,saison 10 épisode 3,"Lieux : Antibes (06), Juan-les-Pins (06)

Début de l'affaire : 1992",https://www.youtube.com/embed/f5hA0KlWNJA?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/102/genevieve-montillet-la-diabolique-dantibes, 1992,Antibes (06)," Juan-les-Pins (06)

",,,,,,,,,
"Patrick Trémeau, le violeur des parkings",Pipe d'or - très bon épisode,saison 10 épisode 4,"Lieu : Paris (75)

Début de l'affaire : 1993",https://www.youtube.com/embed/aoqHDWYGcKs?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/103/patrick-tremeau-le-violeur-des-parkings, 1993,"Paris (75)

",,,,,,,,,,
"Roland Moog, meurtre au cinéma",Pipe d'or - très bon épisode,saison 10 épisode 5,"Lieu : Strasbourg (67)

Début de l'affaire : 1995",https://www.youtube.com/embed/wESniILyTFw?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/104/roland-moog-meurtre-au-cinema, 1995,"Strasbourg (67)

",,,,,,,,,,
"Jean-Baptiste Hennequin, triple meurtre au Grand Hôtel",Pipe d'or - très bon épisode,saison 10 épisode 6,"Lieu : Saint-Quentin (02)

Début de l'affaire : 1997",https://www.youtube.com/embed/kh2B2MQCPeo?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/105/jean-baptiste-hennequin-triple-meurtre-au-grand-hotel, 1997,"Saint-Quentin (02)

",,,,,,,,,,
"Claude Lastennet, tueur de vieilles dames",Pipe d'argent - bon épisode,saison 10 épisode 7,"Lieux : Boulogne-Billancourt (92), Bourg-la-Reine (92), Chevilly-Larue (94), Thiais (94)

Début de l'affaire : 1993",https://www.youtube.com/embed/gmPHP259ulw?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/106/claude-lastennet-tueur-de-vieilles-dames, 1993,Boulogne-Billancourt (92), Bourg-la-Reine (92), Chevilly-Larue (94)," Thiais (94)

",,,,,,,
"Patrick Gateau, le procès de la récidive",Pipe d'or - très bon épisode,saison 10 épisode 8,"Lieux : Sainte-Foy-lès-Lyon (69), Reuil-en-Brie (77)

Début de l'affaire : 2005",https://www.youtube.com/embed/GwJPvgB9Fv8?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/107/patrick-gateau-le-proces-de-la-recidive, 2005,Sainte-Foy-lès-Lyon (69)," Reuil-en-Brie (77)

",,,,,,,,,
"Annie et Yann Baudet, meurtre en famille",Pipe d'argent - bon épisode,saison 10 épisode 9,"Lieu : Nîmes (30)

Début de l'affaire : 1998",https://www.youtube.com/embed/5EKO1tGUHrE?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/108/annie-et-yann-baudet-meurtre-en-famille, 1998,"Nîmes (30)

",,,,,,,,,,
"Vincenzo Aiutino, l'homme aux 50 affaires",Pipe d'argent - bon épisode,saison 10 épisode 10,"Lieu : Longwy (54)

Début de l'affaire : 1991",https://www.youtube.com/embed/5onKXHnSYH8?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/109/vincenzo-aiutino-lhomme-aux-50-affaires, 1991,"Longwy (54)

",,,,,,,,,,
"Bérenger Brouns, le charcutier du marché Saint-Martin",Pipe d'argent - bon épisode,saison 10 épisode 11,"Lieu : Paris (75)

Début de l'affaire : 2005",https://www.youtube.com/embed/-LP2CBaCrGY?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/110/berenger-brouns-le-charcutier-du-marche-saint-martin, 2005,"Paris (75)

",,,,,,,,,,
Le Lord assassiné,Pipe d'argent - bon épisode,saison 10 épisode 12,"Lieu : Cannes (06)

Début de l'affaire : 2004",,affaire/111/le-lord-assassine, 2004,"Cannes (06)

",,,,,,,,,,
La folle cavale de Lionel Cardon,Pipe d'argent - bon épisode,saison 10 épisode 13,"Lieux : Pessac (33), Paris (75)

Début de l'affaire : 1983",,affaire/112/la-folle-cavale-de-lionel-cardon, 1983,Pessac (33)," Paris (75)

",,,,,,,,,
"Jacky Haddouche, au hasard du crime",Pipe d'argent - bon épisode,saison 10 épisode 14,"Lieux : Saint-Étienne (42), Beauvais (60)

Début de l'affaire : 2002",https://www.youtube.com/embed/hNtpgwHUgq0?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/113/jacky-haddouche-au-hasard-du-crime, 2002,Saint-Étienne (42)," Beauvais (60)

",,,,,,,,,
La mort sur rendez-vous,Pipe d'argent - bon épisode,saison 10 épisode 15,"Lieu : Paris (75)

Début de l'affaire : 1984",https://www.youtube.com/embed/k2vHRSma2_c?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/114/la-mort-sur-rendez-vous, 1984,"Paris (75)

",,,,,,,,,,
"Frédéric Audibert, violence à huis-clos",Pipe d'argent - bon épisode,saison 10 épisode 16,"Lieu : Le Mas (06)

Début de l'affaire : 2003",https://www.youtube.com/embed/Ol3ml7ivzBs?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/115/frederic-audibert-violence-a-huis-clos, 2003,"Le Mas (06)

",,,,,,,,,,
La fille indigne et le récidiviste,Pipe de bronze - épisode moyen,saison 10 épisode 17,"Lieu : Mareuil-lès-Meaux (77)

Début de l'affaire : 2005",https://www.youtube.com/embed/Z4VTbs1AinE?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/116/la-fille-indigne-et-le-recidiviste, 2005,"Mareuil-lès-Meaux (77)

",,,,,,,,,,
Les amants du Cap Canaille,Pipe d'or - très bon épisode,saison 11 épisode 1,"Lieux : Cassis (13), Sanary-sur-Mer (83)

Début de l'affaire : 2001",https://www.youtube.com/embed/gCZXzM_KO6c?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/117/les-amants-du-cap-canaille, 2001,Cassis (13)," Sanary-sur-Mer (83)

",,,,,,,,,
"Dominique Louis, les secrets de Madame Jochimec",Pipe d'argent - bon épisode,saison 11 épisode 2,"Lieux : Lyon (69), Espagne

Début de l'affaire : 2003",,affaire/118/dominique-louis-les-secrets-de-madame-jochimec, 2003,Lyon (69)," Espagne

",,,,,,,,,
"Véronique Courjault, l'affaire des bébés congelés",Pipe d'or - très bon épisode,saison 11 épisode 3,"Lieux : Villeneuve-la-Comtesse (17), Corée du Sud

Début de l'affaire : 2006",https://www.youtube.com/embed/Jo0Rt7djHKQ?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/119/veronique-courjault-laffaire-des-bebes-congeles, 2006,Villeneuve-la-Comtesse (17)," Corée du Sud

",,,,,,,,,
Les trois procès d'Edwige Alessandri,Pipe d'argent - bon épisode,saison 11 épisode 4,"Lieu : Pernes-les-Fontaines (84)

Début de l'affaire : 2000",,affaire/120/les-trois-proces-dedwige-alessandri, 2000,"Pernes-les-Fontaines (84)

",,,,,,,,,,
Casse à la Banque de France de Toulon,Pipe d'argent - bon épisode,saison 11 épisode 5,"Lieu : Toulon (83)

Début de l'affaire : 1992",,affaire/121/casse-a-la-banque-de-france-de-toulon, 1992,"Toulon (83)

",,,,,,,,,,
"Francis Leroy, le tueur de la pleine lune",Pipe d'argent - bon épisode,saison 11 épisode 6,"Lieux : Saintes (17), Bergerac (24), Lembras (24)

Début de l'affaire : 1984",https://www.youtube.com/embed/EZ-xd4eWaFA?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/122/francis-leroy-le-tueur-de-la-pleine-lune, 1984,Saintes (17), Bergerac (24)," Lembras (24)

",,,,,,,,
"Jacqueline Carrère-Ponthieux, innocentée après 13 ans",Pipe d'argent - bon épisode,saison 11 épisode 7,"Lieu : Nogent-sur-Oise (60)

Début de l'affaire : 1997",https://www.youtube.com/embed/eGQUJN17VYc?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/123/jacqueline-carrere-ponthieux-innocentee-apres-13-ans, 1997,"Nogent-sur-Oise (60)

",,,,,,,,,,
"André et Geneviève Gournier, morts sans ordonnance",Pipe d'or - très bon épisode,saison 11 épisode 8,"Lieu : Saint-Priest-en-Jarez (42)

Début de l'affaire : 1999",https://www.youtube.com/embed/oIu7X_o2rVc?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/124/andre-et-genevieve-gournier-morts-sans-ordonnance, 1999,"Saint-Priest-en-Jarez (42)

",,,,,,,,,,
La disparition de Suzanne Viguier,Pipe de diamant - excellent épisode,saison 11 épisode 9,"Lieu : Toulouse (31)

Début de l'affaire : 2000",https://www.youtube.com/embed/iBA47cTHW5U?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/125/la-disparition-de-suzanne-viguier, 2000,"Toulouse (31)

",,,,,,,,,,
"Serge Armand, l'homme qui voulait faire sa loi",Pipe d'argent - bon épisode,saison 11 épisode 10,"Lieux : Richerenches (84), Valréas (84)

Début de l'affaire : 2002",,affaire/126/serge-armand-lhomme-qui-voulait-faire-sa-loi, 2002,Richerenches (84)," Valréas (84)

",,,,,,,,,
La tuerie de Belhade,Pipe d'argent - bon épisode,saison 11 épisode 11,"Lieu : Belhade (40)

Début de l'affaire : 1985",https://www.youtube.com/embed/tvAtyZytoXY?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/127/la-tuerie-de-belhade, 1985,"Belhade (40)

",,,,,,,,,,
"Robert Greiner, le pompier criminel",Pipe d'or - très bon épisode,saison 11 épisode 12,"Lieu : Les Angles (30)

Début de l'affaire : 1987",https://www.youtube.com/embed/DDiS8D1hW0Y?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/128/robert-greiner-le-pompier-criminel, 1987,"Les Angles (30)

",,,,,,,,,,
"Jean-Pierre Treiber, l'affaire Giraud/Lherbier",Pipe d'or - très bon épisode,saison 11 épisode 13,"Lieu : Villeneuve-sur-Yonne (89)

Début de l'affaire : 2004",https://www.youtube.com/embed/Ra9-9qeSpFw?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/129/jean-pierre-treiber-laffaire-giraud-lherbier, 2004,"Villeneuve-sur-Yonne (89)

",,,,,,,,,,
"Béatrice Edouin, femme fatale",Pipe de bronze - épisode moyen,saison 11 épisode 14,"Lieux : Beausoleil (06), Castellar (06)

Début de l'affaire : 2001",https://www.youtube.com/embed/dw-YbZu5NE4?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/130/beatrice-edouin-femme-fatale, 2001,Beausoleil (06)," Castellar (06)

",,,,,,,,,
Le pacte de sang,Pipe d'argent - bon épisode,saison 11 épisode 15,"Lieux : Larchant (77), Pays-Bas, Portugal

Début de l'affaire : 1997",,affaire/131/le-pacte-de-sang, 1997,Larchant (77), Pays-Bas," Portugal

",,,,,,,,
"Albert Foulcher, la vengeance de l'assureur",Pipe d'or - très bon épisode,saison 11 épisode 16,"Lieux : Narbonne (11), Pailhès (34)

Début de l'affaire : 1993",,affaire/132/albert-foulcher-la-vengeance-de-lassureur, 1993,Narbonne (11)," Pailhès (34)

",,,,,,,,,
"Jean-Paul Leconte, le tueur de la Somme",Pipe d'or - très bon épisode,saison 11 épisode 17,"Lieux : Buire-sur-l'Ancre (80), Villers-Bretonneux (80)

Début de l'affaire : 2002",https://www.youtube.com/embed/3Y2Jxie5_Fg?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/133/jean-paul-leconte-le-tueur-de-la-somme, 2002,Buire-sur-l'Ancre (80)," Villers-Bretonneux (80)

",,,,,,,,,
"Bernard Rouhalde, le mari, la mafia, la mamie",Pipe d'argent - bon épisode,saison 11 épisode 18,"Lieux : Clermont-Ferrand (63), Ris (63), Royat (63), Italie

Début de l'affaire : 1991",https://www.youtube.com/embed/0BN-UAOx8CQ?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/134/bernard-rouhalde-le-mari-la-mafia-la-mamie, 1991,Clermont-Ferrand (63), Ris (63), Royat (63)," Italie

",,,,,,,
"Jacques Hyver, l'aventurier et le PDG",Pipe d'argent - bon épisode,saison 11 épisode 19,"Lieux : Confolens (16), Roumazières (16), Sainte-Orse (24), Forêt de Carnelle (95)

Début de l'affaire : 1980",https://www.youtube.com/embed/oL0t4mBBWPE?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/135/jacques-hyver-laventurier-et-le-pdg, 1980,Confolens (16), Roumazières (16), Sainte-Orse (24)," Forêt de Carnelle (95)

",,,,,,,
"Zibha, l'homme du ferry",Pipe d'or - très bon épisode,saison 12 épisode 1,"Lieu : Valence d'Agen (82)

Début de l'affaire : 2007",,affaire/136/zibha-lhomme-du-ferry, 2007,"Valence d'Agen (82)

",,,,,,,,,,
"Poncé Gaudissart, les mystères de Meyrargues",Pipe d'or - très bon épisode,saison 12 épisode 2,"Lieu : Meyrargues (13)

Début de l'affaire : 2003",,affaire/137/ponce-gaudissart-les-mysteres-de-meyrargues, 2003,"Meyrargues (13)

",,,,,,,,,,
"Youssouf Fofana, le cerveau du gang des barbares",Pipe d'or - très bon épisode,saison 12 épisode 3,"Lieux : Paris (75), Bagneux (92), Côte d'Ivoire

Début de l'affaire : 2006",https://www.youtube.com/embed/xsZJF_c1t7c?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/138/youssouf-fofana-le-cerveau-du-gang-des-barbares, 2006,Paris (75), Bagneux (92)," Côte d'Ivoire

",,,,,,,,
"Siegler/Moris, retour à la case prison",Pipe d'argent - bon épisode,saison 12 épisode 4,"Lieu : Réguisheim (68)

Début de l'affaire : 2007",,affaire/139/siegler-moris-retour-a-la-case-prison, 2007,"Réguisheim (68)

",,,,,,,,,,
"Michel Ambras, l'homme à la cigarette",Pipe d'argent - bon épisode,saison 12 épisode 5,"Lieu : La Celle-Saint-Cloud (78)

Début de l'affaire : 1996",,affaire/140/michel-ambras-lhomme-a-la-cigarette, 1996,"La Celle-Saint-Cloud (78)

",,,,,,,,,,
"Alain Kernoa, meurtre au Teknival",Pipe d'argent - bon épisode,saison 12 épisode 6,"Lieu : Carnoët (22)

Début de l'affaire : 2005",,affaire/141/alain-kernoa-meurtre-au-teknival, 2005,"Carnoët (22)

",,,,,,,,,,
"Albert Millet, le sanglier des Maures",Pipe d'argent - bon épisode,saison 12 épisode 7,"Lieu : Hyères (83)

Début de l'affaire : 2007",,affaire/142/albert-millet-le-sanglier-des-maures, 2007,"Hyères (83)

",,,,,,,,,,
3 hommes et un magot,Pipe d'argent - bon épisode,saison 12 épisode 8,"Lieu : Nice (06)

Début de l'affaire : 2002",,affaire/143/3-hommes-et-un-magot, 2002,"Nice (06)

",,,,,,,,,,
"Caspar et Beille, crime en haute mer",Pipe d'argent - bon épisode,saison 12 épisode 9,"Lieu : Portugal

Début de l'affaire : 2006",,affaire/144/caspar-et-beille-crime-en-haute-mer, 2006,"Portugal

",,,,,,,,,,
"Claude Nolibé, le calvaire d'un père",Pipe d'argent - bon épisode,saison 12 épisode 10,"Lieu : Clairac (47)

Début de l'affaire : 1991",,affaire/145/claude-nolibe-le-calvaire-dun-pere, 1991,"Clairac (47)

",,,,,,,,,,
"Hugues Pignal, meurtre à la Saint-Sylvestre",Pipe d'argent - bon épisode,saison 12 épisode 11,"Lieu : Brison-Saint-Innocent (73)

Début de l'affaire : 1996",,affaire/146/hugues-pignal-meurtre-a-la-saint-sylvestre, 1996,"Brison-Saint-Innocent (73)

",,,,,,,,,,
"Raoul Becquerel, l'homme qui enlevait les femmes",Pipe d'or - très bon épisode,saison 12 épisode 12,"Lieux : Angoulême (16), Bordeaux (33), Senlis (60)

Début de l'affaire : 2004",https://www.youtube.com/embed/M2NxBDjYFpA?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/147/raoul-becquerel-lhomme-qui-enlevait-les-femmes, 2004,Angoulême (16), Bordeaux (33)," Senlis (60)

",,,,,,,,
Duel sous les tropiques,Pipe d'argent - bon épisode,saison 12 épisode 13,"Lieu : Cassis (13)

Début de l'affaire : 2003",,affaire/148/duel-sous-les-tropiques, 2003,"Cassis (13)

",,,,,,,,,,
"Rémy Roy, l'assassin du minitel",Pipe d'or - très bon épisode,saison 12 épisode 14,"Lieux : Paris (75), Draveil (91), Champigny-sur-Marne (94)

Début de l'affaire : 1990",https://www.youtube.com/embed/mKbNfwYvpEI?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/149/remy-roy-lassassin-du-minitel, 1990,Paris (75), Draveil (91)," Champigny-sur-Marne (94)

",,,,,,,,
"Jean-Jacques Prévost, le violeur des collèges",Pipe d'or - très bon épisode,saison 12 épisode 15,"Lieux : Aix-en-Provence (13), Marseille (13)

Début de l'affaire : 1999",,affaire/150/jean-jacques-prevost-le-violeur-des-colleges, 1999,Aix-en-Provence (13)," Marseille (13)

",,,,,,,,,
"Jean-Luc Sebin, le forcené de Versailles",Pipe de bronze - épisode moyen,saison 12 épisode 16,"Lieux : Paris (75), Saint-Cyr-l'École (78), Versailles (78)

Début de l'affaire : 1982",https://www.youtube.com/embed/znbkZAfoVqw?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/151/jean-luc-sebin-le-forcene-de-versailles, 1982,Paris (75), Saint-Cyr-l'École (78)," Versailles (78)

",,,,,,,,
"Les frères Konhu, le rocher de Kanumera",Pipe d'argent - bon épisode,saison 12 épisode 17,"Lieux : L'île des Pins, Nouvelle-Calédonie (988)

Début de l'affaire : 2002",,affaire/152/les-freres-konhu-le-rocher-de-kanumera, 2002,L'île des Pins," Nouvelle-Calédonie (988)

",,,,,,,,,
"Antonio Ferrara, la grande évasion",Pipe d'argent - bon épisode,saison 12 épisode 18,"Lieux : Paris (75), Nanterre (92), Fresnes (94)

Début de l'affaire : 2003",,affaire/153/antonio-ferrara-la-grande-evasion, 2003,Paris (75), Nanterre (92)," Fresnes (94)

",,,,,,,,
"Joël Deprez, l'homme de trop",Pipe d'argent - bon épisode,saison 12 épisode 19,"Lieu : Éragny (95)

Début de l'affaire : 2000",,affaire/154/joel-deprez-lhomme-de-trop, 2000,"Éragny (95)

",,,,,,,,,,
La seringue du docteur Cosme,Pipe d'argent - bon épisode,saison 12 épisode 20,"Lieu : Nice (06)

Début de l'affaire : 1996",,affaire/155/la-seringue-du-docteur-cosme, 1996,"Nice (06)

",,,,,,,,,,
Poker macabre à Corte,Pipe d'argent - bon épisode,saison 13 épisode 1,"Lieu : Corte (2B)

Début de l'affaire : 2005",https://www.youtube.com/embed/mED00MHAjwQ?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/156/poker-macabre-a-corte, 2005,"Corte (2B)

",,,,,,,,,,
"Joseph Messina, mortelle jalousie",Pipe d'argent - bon épisode,saison 13 épisode 2,"Lieu : Le Val (83)

Début de l'affaire : 1993",,affaire/157/joseph-messina-mortelle-jalousie, 1993,"Le Val (83)

",,,,,,,,,,
L'étrange disparition de Nadine Chabert,Pipe de diamant - excellent épisode,saison 13 épisode 3,"Lieu : Fos-sur-Mer (13)

Début de l'affaire : 2003",,affaire/158/letrange-disparition-de-nadine-chabert, 2003,"Fos-sur-Mer (13)

",,,,,,,,,,
"Peter et Aurore, les amants diaboliques",Pipe d'or - très bon épisode,saison 13 épisode 4,"Lieux : Calvi (2B), Belgique

Début de l'affaire : 1992",,affaire/159/peter-et-aurore-les-amants-diaboliques, 1992,Calvi (2B)," Belgique

",,,,,,,,,
"Adeline Piet, la disparue de Cancale",Pipe d'or - très bon épisode,saison 13 épisode 5,"Lieu : La Gouesnières (35)

Début de l'affaire : 2006",,affaire/160/adeline-piet-la-disparue-de-cancale, 2006,"La Gouesnières (35)

",,,,,,,,,,
"Jean-Michel Bissonnet, le mari, le vicomte et le jardinier",Pipe d'or - très bon épisode,saison 13 épisode 6,"Lieu : Castelnau-le-Lez (34)

Début de l'affaire : 2008",,affaire/161/jean-michel-bissonnet-le-mari-le-vicomte-et-le-jardinier, 2008,"Castelnau-le-Lez (34)

",,,,,,,,,,
Le Gang des souris vertes,Pipe d'argent - bon épisode,saison 13 épisode 7,"Lieux : Alboussière (07), Saint-Just-d'Ardèche (07), Chabeuil (26), La Coucourde (26)

Début de l'affaire : 2003",,affaire/162/le-gang-des-souris-vertes, 2003,Alboussière (07), Saint-Just-d'Ardèche (07), Chabeuil (26)," La Coucourde (26)

",,,,,,,
"Suzanne de Canson, l'héritière dépouillée",Pipe d'argent - bon épisode,saison 13 épisode 8,"Lieu : La Garde (83)

Début de l'affaire : 1987",,affaire/163/suzanne-de-canson-lheritiere-depouillee, 1987,"La Garde (83)

",,,,,,,,,,
"Karine Torchi, les démons de la baby-sitter",Pipe d'argent - bon épisode,saison 13 épisode 9,"Lieu : Belley (01)

Début de l'affaire : 2009",,affaire/164/karine-torchi-les-demons-de-la-baby-sitter, 2009,"Belley (01)

",,,,,,,,,,
"Charles Missenard, crime sous perfusion",Pipe d'or - très bon épisode,saison 13 épisode 10,"Lieu : Luxembourg

Début de l'affaire : 1999",,affaire/165/charles-missenard-crime-sous-perfusion, 1999,"Luxembourg

",,,,,,,,,,
"Henri Pacchioni, pour les yeux d'Émilie",Pipe d'argent - bon épisode,saison 13 épisode 11,"Lieu : Marignane (13)

Début de l'affaire : 1989",,affaire/166/henri-pacchioni-pour-les-yeux-demilie, 1989,"Marignane (13)

",,,,,,,,,,
"Rodica Negroiu, l'empoisonneuse de Maxéville",Pipe d'argent - bon épisode,saison 13 épisode 12,"Lieux : Vandoeuvre (54), Custines (54)

Début de l'affaire : 1990",,affaire/167/rodica-negroiu-lempoisonneuse-de-maxeville, 1990,Vandoeuvre (54)," Custines (54)

",,,,,,,,,
"Patrick Littorie, les crimes de la mangrove",Pipe d'argent - bon épisode,saison 13 épisode 13,"Lieu : Le Robert (972)

Début de l'affaire : 2004",,affaire/168/patrick-littorie-les-crimes-de-la-mangrove, 2004,"Le Robert (972)

",,,,,,,,,,
Sur la trace de David Missé Toubé,Pipe d'argent - bon épisode,saison 13 épisode 14,"Lieu : Montpellier (34)

Début de l'affaire : 1993",,affaire/169/sur-la-trace-de-david-misse-toube, 1993,"Montpellier (34)

",,,,,,,,,,
"François Légeret, Noël tragique à Vevey",Pipe d'argent - bon épisode,saison 13 épisode 15,"Lieu : Suisse

Début de l'affaire : 2006",,affaire/170/francois-legeret-noel-tragique-a-vevey, 2006,"Suisse

",,,,,,,,,,
"Robert Lund, le mystère du lac",Pipe d'argent - bon épisode,saison 13 épisode 16,"Lieu : Rayssac (81)

Début de l'affaire : 1999",,affaire/171/robert-lund-le-mystere-du-lac, 1999,"Rayssac (81)

",,,,,,,,,,
"Emmanuel Rist, la haine au coeur",Pipe d'argent - bon épisode,saison 13 épisode 17,"Lieux : Herrlisheim (67), Gundolsheim (68), Rouffach (68)

Début de l'affaire : 2001",,affaire/172/emmanuel-rist-la-haine-au-coeur, 2001,Herrlisheim (67), Gundolsheim (68)," Rouffach (68)

",,,,,,,,
"Robert Lé-Dinh, le Saint élu et ses adeptes",Pipe d'argent - bon épisode,saison 14 épisode 1,"Lieux : Bonac-Irazein (09), Agen (47)

Début de l'affaire : 2007",,affaire/173/robert-le-dinh-le-saint-elu-et-ses-adeptes, 2007,Bonac-Irazein (09)," Agen (47)

",,,,,,,,,
"Sophie Berkmans, le meurtre de la rhumatologue",Pipe d'argent - bon épisode,saison 14 épisode 2,"Lieu : Valenciennes (59)

Début de l'affaire : 2002",https://www.youtube.com/embed/YDfT70rj-T0?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/174/sophie-berkmans-le-meurtre-de-la-rhumatologue, 2002,"Valenciennes (59)

",,,,,,,,,,
"Marc Machin, les meurtres du Pont de Neuilly",Pipe d'argent - bon épisode,saison 14 épisode 3,"Lieu : Neuilly-sur-Seine (92)

Début de l'affaire : 2001",,affaire/175/marc-machin-les-meurtres-du-pont-de-neuilly, 2001,"Neuilly-sur-Seine (92)

",,,,,,,,,,
"Xavier Philippe, associé de malheur",Pipe d'or - très bon épisode,saison 14 épisode 4,"Lieux : Paris (75), Sucy-en-Brie (94)

Début de l'affaire : 2005",,affaire/176/xavier-philippe-associe-de-malheur, 2005,Paris (75)," Sucy-en-Brie (94)

",,,,,,,,,
"Francis Evrard, l'enlèvement d'Enis",Pipe d'or - très bon épisode,saison 14 épisode 5,"Lieu : Roubaix (59)

Début de l'affaire : 2007",,affaire/177/francis-evrard-lenlevement-denis, 2007,"Roubaix (59)

",,,,,,,,,,
Les mensonges de Denize Soares,Pipe d'argent - bon épisode,saison 14 épisode 6,"Lieux : Grenoble (38), Brésil

Début de l'affaire : 2005",,affaire/178/les-mensonges-de-denize-soares, 2005,Grenoble (38)," Brésil

",,,,,,,,,
"Luc Amblard et Guy Bordenave, enterrés vivants",Pipe de bronze - épisode moyen,saison 14 épisode 7,"Lieu : Couy (18)

Début de l'affaire : 2009",https://www.youtube.com/embed/rhtsLYsueZo?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/179/luc-amblard-et-guy-bordenave-enterres-vivants, 2009,"Couy (18)

",,,,,,,,,,
"Jennifer Charron, rendez-vous avec le diable",Pipe d'argent - bon épisode,saison 14 épisode 8,"Lieu : Saint-Sulpice-de-Royan (17)

Début de l'affaire : 2009",,affaire/180/jennifer-charron-rendez-vous-avec-le-diable, 2009,"Saint-Sulpice-de-Royan (17)

",,,,,,,,,,
"Éric Bruyas, la tuerie de Saint-Andéol",Pipe d'or - très bon épisode,saison 14 épisode 9,"Lieu : Saint-Andéol-le-Château (69)

Début de l'affaire : 1995",,affaire/181/eric-bruyas-la-tuerie-de-saint-andeol, 1995,"Saint-Andéol-le-Château (69)

",,,,,,,,,,
Sur la piste de Salaün et Pallatin,Pipe d'or - très bon épisode,saison 14 épisode 10,"Lieux : La Ferté-Bernard (72), Thonon-les-Bains (74)

Début de l'affaire : 1995",,affaire/182/sur-la-piste-de-salaun-et-pallatin, 1995,La Ferté-Bernard (72)," Thonon-les-Bains (74)

",,,,,,,,,
"Philippe Rivet, l'ambition mortelle",Pipe d'argent - bon épisode,saison 14 épisode 11,"Lieux : La Baule (44), L'Étang-la-Ville (78)

Début de l'affaire : 1995",https://www.youtube.com/embed/-b7avPFuSso?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/183/philippe-rivet-lambition-mortelle, 1995,La Baule (44)," L'Étang-la-Ville (78)

",,,,,,,,,
"Ulrich Muenstermann, l'homme qui avait peur des femmes",Pipe de diamant - excellent épisode,saison 14 épisode 12,"Lieux : Avallon (89), Allemagne

Début de l'affaire : 1989",,affaire/184/ulrich-muenstermann-lhomme-qui-avait-peur-des-femmes, 1989,Avallon (89)," Allemagne

",,,,,,,,,
